"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"tx3rJd0C9h6rpmPgwmN6QYXTafieRF8YZGfIK0+zciM=","tx3rJd0C9h6rpmPgwmN6QYXTafieRF8YZGfIK0+zciM=","tx3rJd0C9h6rpmPgwmN6QYXTafieRF8YZGfIK0+zciM=","1049 Dorp St Kaapstad","","","21","57","2020-07-10","en"
"HkVeuQpv6tGdAMwSOCqYtck9YhuLPTxeOr7H2RGqU7A=","HkVeuQpv6tGdAMwSOCqYtck9YhuLPTxeOr7H2RGqU7A=","HkVeuQpv6tGdAMwSOCqYtck9YhuLPTxeOr7H2RGqU7A=","1590 Tait St Rustenburg","","","0","13","2020-07-13","en"
"IytPBx+W2EjlTxJ7wDdiWcNafMeVgMgg7G5bsWhK1Yc=","IytPBx+W2EjlTxJ7wDdiWcNafMeVgMgg7G5bsWhK1Yc=","IytPBx+W2EjlTxJ7wDdiWcNafMeVgMgg7G5bsWhK1Yc=","323 Heuvel St Selosesha","","","1","18","2020-07-10","en"
"ux8wTu0ZdHWtltjWY1d4P+Dp2sERkRrBwBkna+Waon0=","ux8wTu0ZdHWtltjWY1d4P+Dp2sERkRrBwBkna+Waon0=","ux8wTu0ZdHWtltjWY1d4P+Dp2sERkRrBwBkna+Waon0=","","","","0","0","2020-06-23","en"
"xhWD9lhhrWImwU6wwYdnE7LNO7IZ9ApJayuLtXfWE=","xhWD9lhhrWImwU6wwYdnE7LNO7IZ9ApJayuLtXfWE=","xhWD9lhhrWImwU6wwYdnE7LNO7IZ9ApJayuLtXfWE=","","","","0","3","2020-06-22","en"
"Ab4yriMbFPfSxxejPRBT9skEIj26+xJY8cUj2+qrY+g=","Ab4yriMbFPfSxxejPRBT9skEIj26+xJY8cUj2+qrY+g=","Ab4yriMbFPfSxxejPRBT9skEIj26+xJY8cUj2+qrY+g=","","","","0","24","2020-09-02","en"
"Xpsf2NbCso9+hwVACqkQHgdvUcsneCZEPhDcEcsfdyI=","Xpsf2NbCso9+hwVACqkQHgdvUcsneCZEPhDcEcsfdyI=","Xpsf2NbCso9+hwVACqkQHgdvUcsneCZEPhDcEcsfdyI=","","","","0","29","2020-10-15","en"
"heOFGtJKlZ+7nBtzOtNy873FjYaipuxExiceUxhzGyI=","heOFGtJKlZ+7nBtzOtNy873FjYaipuxExiceUxhzGyI=","heOFGtJKlZ+7nBtzOtNy873FjYaipuxExiceUxhzGyI=","","","","1","7","2020-06-23","en"
"7UC9JjqIa8feSkfOV57eXR7XfEjnvx36mQu+jkDQ15A=","7UC9JjqIa8feSkfOV57eXR7XfEjnvx36mQu+jkDQ15A=","7UC9JjqIa8feSkfOV57eXR7XfEjnvx36mQu+jkDQ15A=","","","","0","33","2020-10-16","en"
"bz0eV0jNlUY0OHz7b2yF4pY7ZNXPpb5vrgY2KgHyXaU=","bz0eV0jNlUY0OHz7b2yF4pY7ZNXPpb5vrgY2KgHyXaU=","bz0eV0jNlUY0OHz7b2yF4pY7ZNXPpb5vrgY2KgHyXaU=","","","","0","2","2020-06-17","en"
"JfCBtNaw6R3dAX9AmmlzouZtbssNJcIJchRQZQ0nLBs=","JfCBtNaw6R3dAX9AmmlzouZtbssNJcIJchRQZQ0nLBs=","JfCBtNaw6R3dAX9AmmlzouZtbssNJcIJchRQZQ0nLBs=","","","","0","23","2020-07-27","en"
"qxUFxRuWIR6QTT9U36vVmtBZQNzyeYWjuv6iEbazk=","qxUFxRuWIR6QTT9U36vVmtBZQNzyeYWjuv6iEbazk=","qxUFxRuWIR6QTT9U36vVmtBZQNzyeYWjuv6iEbazk=","","","","0","0","2020-06-16","en"
"aS9FLYHeDaY8eJOuECRXVaYr0RnAU+Gdb8i75Q1BXg=","aS9FLYHeDaY8eJOuECRXVaYr0RnAU+Gdb8i75Q1BXg=","aS9FLYHeDaY8eJOuECRXVaYr0RnAU+Gdb8i75Q1BXg=","","","","11","88","2020-07-28","en"
"CdbTrq4TOT7dFOlZo+GOLeHaRKl96wi9BdAQ0Rrx1Ms=","CdbTrq4TOT7dFOlZo+GOLeHaRKl96wi9BdAQ0Rrx1Ms=","CdbTrq4TOT7dFOlZo+GOLeHaRKl96wi9BdAQ0Rrx1Ms=","","","","4","32","2020-07-01","en"
"WAJgl2G02BUaoOhCfbj9boTKumNsAzUDAkNUXo+JeUs=","WAJgl2G02BUaoOhCfbj9boTKumNsAzUDAkNUXo+JeUs=","WAJgl2G02BUaoOhCfbj9boTKumNsAzUDAkNUXo+JeUs=","Louis Trichardt","","","1","30","2020-09-03","en"
"tGUabMsJ6LRQEpLKraBujrILAR02j6AYwhq73sZDWSM=","tGUabMsJ6LRQEpLKraBujrILAR02j6AYwhq73sZDWSM=","tGUabMsJ6LRQEpLKraBujrILAR02j6AYwhq73sZDWSM=","361 Kort St Bloemfontein","","","6","37","2020-07-01","en"
"NJoLUwtKcSJ7Q8ApwaaRpg8lkJWvQS3H7ZfWcqVZmgo=","NJoLUwtKcSJ7Q8ApwaaRpg8lkJWvQS3H7ZfWcqVZmgo=","NJoLUwtKcSJ7Q8ApwaaRpg8lkJWvQS3H7ZfWcqVZmgo=","","","","0","20","2020-07-06","en"
"ZRTYbdu17tqYCL3+0mRwxVIDUcYPPuLl2vMBRPii8A=","ZRTYbdu17tqYCL3+0mRwxVIDUcYPPuLl2vMBRPii8A=","ZRTYbdu17tqYCL3+0mRwxVIDUcYPPuLl2vMBRPii8A=","","Teacher","","38","12","2020-09-23","en"
"qKVaH+35XQFdxTPcrhS+0Q7LGuPG+P+5vD6co50ixXo=","qKVaH+35XQFdxTPcrhS+0Q7LGuPG+P+5vD6co50ixXo=","qKVaH+35XQFdxTPcrhS+0Q7LGuPG+P+5vD6co50ixXo=","2217 Burger St Sibasa","","","0","15","2020-06-26","en"
"c8rxSsbNBra2c4Ysy0EygtSdZRnh+eV1eHWNoOTNkDk=","c8rxSsbNBra2c4Ysy0EygtSdZRnh+eV1eHWNoOTNkDk=","c8rxSsbNBra2c4Ysy0EygtSdZRnh+eV1eHWNoOTNkDk=","","","","2","25","2020-08-05","en"
"zKy2raH2hiReHYt+Yq4UhwGL9qnPim9owEWCIKh7s=","zKy2raH2hiReHYt+Yq4UhwGL9qnPim9owEWCIKh7s=","zKy2raH2hiReHYt+Yq4UhwGL9qnPim9owEWCIKh7s=","","","","0","6","2020-10-13","en"
"TSKVtfNIHBXigdCkH8bcGhsb2yXB3lWxqNougshY1so=","TSKVtfNIHBXigdCkH8bcGhsb2yXB3lWxqNougshY1so=","TSKVtfNIHBXigdCkH8bcGhsb2yXB3lWxqNougshY1so=","1468 Dorp St Newlands","","","30","68","2020-08-18","en"
"vyjpcnDssQQaI1mgw9TQBAGEo8iMZYBWxBZmZHV7wu0=","vyjpcnDssQQaI1mgw9TQBAGEo8iMZYBWxBZmZHV7wu0=","vyjpcnDssQQaI1mgw9TQBAGEo8iMZYBWxBZmZHV7wu0=","","","","0","0","2020-03-05","en"
"AqsMZqXz8lSiUrhPVrvnA8p1vZIfSlUJfzAq2h0+xC4=","AqsMZqXz8lSiUrhPVrvnA8p1vZIfSlUJfzAq2h0+xC4=","AqsMZqXz8lSiUrhPVrvnA8p1vZIfSlUJfzAq2h0+xC4=","1360 Gleemoor Rd Kimberley","","","0","8","2020-06-24","en"
"kRTbuc6IZD5EFWoFrwguBU5DIE6aGe2zCbeJubcBDyg=","kRTbuc6IZD5EFWoFrwguBU5DIE6aGe2zCbeJubcBDyg=","kRTbuc6IZD5EFWoFrwguBU5DIE6aGe2zCbeJubcBDyg=","","","","0","3","2020-06-22","en"
"ipgJp+9sLvyoJveYJqcxlyyo6yt94udc+lQdD9KlahQ=","ipgJp+9sLvyoJveYJqcxlyyo6yt94udc+lQdD9KlahQ=","ipgJp+9sLvyoJveYJqcxlyyo6yt94udc+lQdD9KlahQ=","","","","0","0","2020-06-24","en"
"WdC6lpGIo+1un4R+Vw4Nc1mNGqeyDY1qyw45B4r7KU=","WdC6lpGIo+1un4R+Vw4Nc1mNGqeyDY1qyw45B4r7KU=","WdC6lpGIo+1un4R+Vw4Nc1mNGqeyDY1qyw45B4r7KU=","1992 Broad Rd Vanderbijlpark","","","0","26","2020-07-22","en"
"Sfvl8XtVrn0ANO5mBWDpQlQVYLOVLizak3PSSHn1RLQ=","Sfvl8XtVrn0ANO5mBWDpQlQVYLOVLizak3PSSHn1RLQ=","Sfvl8XtVrn0ANO5mBWDpQlQVYLOVLizak3PSSHn1RLQ=","","","","0","0","2020-06-24","en"
"hkyhTpJLRP1gEHIvGhLQezk5lhsn6jqQKyknvUKuD3Q=","hkyhTpJLRP1gEHIvGhLQezk5lhsn6jqQKyknvUKuD3Q=","hkyhTpJLRP1gEHIvGhLQezk5lhsn6jqQKyknvUKuD3Q=","","","","0","0","2020-06-24","en"
"Tq994Eu3DvHD5Uu1Zao0bKJ9yNGJKcMKKYMEkgLah+g=","Tq994Eu3DvHD5Uu1Zao0bKJ9yNGJKcMKKYMEkgLah+g=","Tq994Eu3DvHD5Uu1Zao0bKJ9yNGJKcMKKYMEkgLah+g=","","","","0","15","2020-06-30","en"
"vMfwhkk6qTkz0TQt6O76hf8ewkKkCpEtqFWoovi9ZU4=","vMfwhkk6qTkz0TQt6O76hf8ewkKkCpEtqFWoovi9ZU4=","vMfwhkk6qTkz0TQt6O76hf8ewkKkCpEtqFWoovi9ZU4=","Bezuidenhout St Standerton 242","","","0","18","2020-09-03","en"
"ZPECA9Of9o5OQSXK3dh1cpFsF+JPBWEZs32WEW3BmM0=","ZPECA9Of9o5OQSXK3dh1cpFsF+JPBWEZs32WEW3BmM0=","ZPECA9Of9o5OQSXK3dh1cpFsF+JPBWEZs32WEW3BmM0=","","","","0","0","2020-06-17","en"
"6e+yDLxjWozfqtzr9fkGuSLfPPsqOldqJijTQZ+qMc=","6e+yDLxjWozfqtzr9fkGuSLfPPsqOldqJijTQZ+qMc=","6e+yDLxjWozfqtzr9fkGuSLfPPsqOldqJijTQZ+qMc=","","","","0","3","2020-06-16","en"
"N1yu3OzgvVhyEvz1leRmzcdSC6GbkjCfGXZ4C5uMPA=","N1yu3OzgvVhyEvz1leRmzcdSC6GbkjCfGXZ4C5uMPA=","N1yu3OzgvVhyEvz1leRmzcdSC6GbkjCfGXZ4C5uMPA=","1775 Bad St Beaufort West","","","0","31","2020-06-25","en"
"krbrdju4ettojN1RBsqmcO7kfpyoYDfEMAYcm2Xb70=","krbrdju4ettojN1RBsqmcO7kfpyoYDfEMAYcm2Xb70=","krbrdju4ettojN1RBsqmcO7kfpyoYDfEMAYcm2Xb70=","","","","0","0","2020-06-24","en"
"oMgyfmxllYx5kcaSK66EFgR9Lk3VNIyMA6VMb9BNaZE=","oMgyfmxllYx5kcaSK66EFgR9Lk3VNIyMA6VMb9BNaZE=","oMgyfmxllYx5kcaSK66EFgR9Lk3VNIyMA6VMb9BNaZE=","739 Mark Street Pietersburg 07","","","1","22","2020-07-01","en"
"6XXwgeDRscfjtUlYvoQj81dsr+SfO0DiA+7jegTEXI=","6XXwgeDRscfjtUlYvoQj81dsr+SfO0DiA+7jegTEXI=","6XXwgeDRscfjtUlYvoQj81dsr+SfO0DiA+7jegTEXI=","","","","0","21","2020-10-07","en"
"bmKpTglB0W9UaLLgwsihtWdZQtoIXhv7yRcsVmQ1vg8=","bmKpTglB0W9UaLLgwsihtWdZQtoIXhv7yRcsVmQ1vg8=","bmKpTglB0W9UaLLgwsihtWdZQtoIXhv7yRcsVmQ1vg8=","","","","0","2","2020-06-24","en"
"xDX41GYnFH4oXn4oUcC4vCszsEMBbXSNuEN6kfClKmE=","xDX41GYnFH4oXn4oUcC4vCszsEMBbXSNuEN6kfClKmE=","xDX41GYnFH4oXn4oUcC4vCszsEMBbXSNuEN6kfClKmE=","","","","0","9","2020-08-31","en"
"oDfykGBj59v6hZEZWOuMjFC+w6FvhBR7nVnlo0chgnw=","oDfykGBj59v6hZEZWOuMjFC+w6FvhBR7nVnlo0chgnw=","oDfykGBj59v6hZEZWOuMjFC+w6FvhBR7nVnlo0chgnw=","","","","0","0","2020-06-19","en"
"74FUN53+TTJQd+y8Fhs6QBtIxfUpHarjW4GloRQfacA=","74FUN53+TTJQd+y8Fhs6QBtIxfUpHarjW4GloRQfacA=","74FUN53+TTJQd+y8Fhs6QBtIxfUpHarjW4GloRQfacA=","1116 Station Road Bergville","","","0","15","2020-07-21","en"
"RJFNhsvPdX0NpIQux557nF0R2wtrpnhD+iGfZMCDs=","RJFNhsvPdX0NpIQux557nF0R2wtrpnhD+iGfZMCDs=","RJFNhsvPdX0NpIQux557nF0R2wtrpnhD+iGfZMCDs=","Barlow Street Mokopane","","","0","34","2020-09-04","en"
"qOQDJxJsamRcelx0Lwbqxn+XEOjA3spSOau3vCvcosU=","qOQDJxJsamRcelx0Lwbqxn+XEOjA3spSOau3vCvcosU=","qOQDJxJsamRcelx0Lwbqxn+XEOjA3spSOau3vCvcosU=","650 Union Lane Hammarsdale","","","0","15","2020-07-03","en"
"tQtWsQWOL++UfkKllvMHX64qT6+dm4fd2S+m9T5c+A=","tQtWsQWOL++UfkKllvMHX64qT6+dm4fd2S+m9T5c+A=","tQtWsQWOL++UfkKllvMHX64qT6+dm4fd2S+m9T5c+A=","529 Kort St Bloemfontein","","","0","11","2020-07-10","en"
"sFahA+m5aeBiE4z+fCc7kb2TDqmW9n1cIkZ2fiUUdwM=","sFahA+m5aeBiE4z+fCc7kb2TDqmW9n1cIkZ2fiUUdwM=","sFahA+m5aeBiE4z+fCc7kb2TDqmW9n1cIkZ2fiUUdwM=","","Tel Aviv","","15","111","2020-08-05","en"
"GzTLU7+zaRVcRVUZ6JLW2uD3dglGhSQnWWjj0Eubs=","GzTLU7+zaRVcRVUZ6JLW2uD3dglGhSQnWWjj0Eubs=","GzTLU7+zaRVcRVUZ6JLW2uD3dglGhSQnWWjj0Eubs=","1090 Bath Rd Tongaat","","","0","4","2020-07-01","en"
"qnyBmEOKZ6mIUJ6rkueTVd7zZeb5iYRSxxHMmaJEBxs=","qnyBmEOKZ6mIUJ6rkueTVd7zZeb5iYRSxxHMmaJEBxs=","qnyBmEOKZ6mIUJ6rkueTVd7zZeb5iYRSxxHMmaJEBxs=","460 Rissik St Sekhukhune","","","0","0","2020-07-22","en"
"vwrVCsA9jFQP57ZpkzW474ws8KjFKyrPNU+zs9skTc=","vwrVCsA9jFQP57ZpkzW474ws8KjFKyrPNU+zs9skTc=","vwrVCsA9jFQP57ZpkzW474ws8KjFKyrPNU+zs9skTc=","","","","0","19","2020-06-17","en"
"yD8cV74A6WV4++Bfjt7V+12UBFCABBbClEGgXQx5mcY=","yD8cV74A6WV4++Bfjt7V+12UBFCABBbClEGgXQx5mcY=","yD8cV74A6WV4++Bfjt7V+12UBFCABBbClEGgXQx5mcY=","","","","1","13","2020-07-28","en"
"48CDe5rnnUU3TsNeZJ5oo5hVuNtKMVmG7oYpN5DanE=","48CDe5rnnUU3TsNeZJ5oo5hVuNtKMVmG7oYpN5DanE=","48CDe5rnnUU3TsNeZJ5oo5hVuNtKMVmG7oYpN5DanE=","Heuvel St Phuthaditjhaba","","","19","67","2020-09-03","en"
"7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","7nFP1YEDkjM4F40K2nn3MA031KOm4IZEyhQqElzKeg=","Dar es Salaam, Tanzania","Political scientist 📝:; believe in Meritocracy📩✉️
Football ⚽ @yangasc1935 @chelseafc💙 + @fcbarcelona 💜 political party 💛💚
Love my family 💪 progress📚🖋","","1252","1132","2019-01-20","en"
"06huayjUgrwgIC1605RtRzLPdinMuDhSRYKnVEu5Y=","06huayjUgrwgIC1605RtRzLPdinMuDhSRYKnVEu5Y=","06huayjUgrwgIC1605RtRzLPdinMuDhSRYKnVEu5Y=","179 Willow St Port Elizabeth","","","26","115","2020-06-30","en"
"hs3vH0dEqLLLMb69kUbJNryJ3GTpxKsBm8TZma7gxCY=","hs3vH0dEqLLLMb69kUbJNryJ3GTpxKsBm8TZma7gxCY=","hs3vH0dEqLLLMb69kUbJNryJ3GTpxKsBm8TZma7gxCY=","","","","0","0","2020-06-23","en"
"22pP69wkvc21sl72Pzz4CBzGxGbocZhHRDFPcMD2Z+Y=","22pP69wkvc21sl72Pzz4CBzGxGbocZhHRDFPcMD2Z+Y=","22pP69wkvc21sl72Pzz4CBzGxGbocZhHRDFPcMD2Z+Y=","","","","6","22","2020-07-30","en"
"O1OMcCupK5IXg4WNk13Pvkk2Vddg6JuNFrLXbSkJnqw=","O1OMcCupK5IXg4WNk13Pvkk2Vddg6JuNFrLXbSkJnqw=","O1OMcCupK5IXg4WNk13Pvkk2Vddg6JuNFrLXbSkJnqw=","","","","1","58","2020-09-16","en"
"nsWVuP8KpqDKEif0OxCPvafiYLBh+6uPtkPges2TuLY=","nsWVuP8KpqDKEif0OxCPvafiYLBh+6uPtkPges2TuLY=","nsWVuP8KpqDKEif0OxCPvafiYLBh+6uPtkPges2TuLY=","","","","1","0","2020-03-12","en"
"+2YBzvZe8UL+EY4v+6s3CKEgTqlrgvQf5oROW5StLc=","+2YBzvZe8UL+EY4v+6s3CKEgTqlrgvQf5oROW5StLc=","+2YBzvZe8UL+EY4v+6s3CKEgTqlrgvQf5oROW5StLc=","","","","0","0","2020-06-23","en"
"5FZw5HYlZLgPvMvhmDWHNlDPLu9BS9wEBERPmpx7Kd4=","5FZw5HYlZLgPvMvhmDWHNlDPLu9BS9wEBERPmpx7Kd4=","5FZw5HYlZLgPvMvhmDWHNlDPLu9BS9wEBERPmpx7Kd4=","","","","0","11","2020-10-16","en"
"SZSNM3d5lzYMTYJjCzwvfGsoRttUkVm17KYV++6m4hE=","SZSNM3d5lzYMTYJjCzwvfGsoRttUkVm17KYV++6m4hE=","SZSNM3d5lzYMTYJjCzwvfGsoRttUkVm17KYV++6m4hE=","","","","0","0","2020-06-22","en"
"nAazWGHiNwd6xR7u+yqpDCyplOu0Vt6GnpEhPd8YGi8=","nAazWGHiNwd6xR7u+yqpDCyplOu0Vt6GnpEhPd8YGi8=","nAazWGHiNwd6xR7u+yqpDCyplOu0Vt6GnpEhPd8YGi8=","","thinker, lazy","","22","96","2020-08-05","en"
"vOVc4RLBRvqIPE2UHMPO2vDGo69y0TUMnknG6sbIk4=","vOVc4RLBRvqIPE2UHMPO2vDGo69y0TUMnknG6sbIk4=","vOVc4RLBRvqIPE2UHMPO2vDGo69y0TUMnknG6sbIk4=","","","","0","13","2020-10-15","en"
"wpkA5yONz1HmTmGhMpf4IF3clFDu3u6kdnOVwAglxD4=","wpkA5yONz1HmTmGhMpf4IF3clFDu3u6kdnOVwAglxD4=","wpkA5yONz1HmTmGhMpf4IF3clFDu3u6kdnOVwAglxD4=","","","","2","19","2020-07-24","en"
"AuK7yYTkD+peXUkMyxY1CJvhXBwST3yMpMlj9uv79c=","AuK7yYTkD+peXUkMyxY1CJvhXBwST3yMpMlj9uv79c=","AuK7yYTkD+peXUkMyxY1CJvhXBwST3yMpMlj9uv79c=","","","","1","20","2020-07-30","en"
"J8vuuZRvsdI3Mrzg9tFerWXEwnfW3SoeX3xHec0KXs=","J8vuuZRvsdI3Mrzg9tFerWXEwnfW3SoeX3xHec0KXs=","J8vuuZRvsdI3Mrzg9tFerWXEwnfW3SoeX3xHec0KXs=","","","","1","3","2020-06-18","en"
"BqcydF+OJiTvXHebOnrNwzQq3M7uGnMLx1H7+7KoJ0Y=","BqcydF+OJiTvXHebOnrNwzQq3M7uGnMLx1H7+7KoJ0Y=","BqcydF+OJiTvXHebOnrNwzQq3M7uGnMLx1H7+7KoJ0Y=","","","","0","0","2020-06-22","en"
"7l69m82bKsegD+zZcMQWCErFtzBhBXiPuc2tfRgWXew=","7l69m82bKsegD+zZcMQWCErFtzBhBXiPuc2tfRgWXew=","7l69m82bKsegD+zZcMQWCErFtzBhBXiPuc2tfRgWXew=","1624 Oranje St Senekal","","","0","29","2020-09-02","en"
"0WOnFdgu7cIESZRvXOpEMJIK9VageyjPfEP59pLic=","0WOnFdgu7cIESZRvXOpEMJIK9VageyjPfEP59pLic=","0WOnFdgu7cIESZRvXOpEMJIK9VageyjPfEP59pLic=","","","","0","0","2020-06-19","en"
"nrKza8BxW1HsFi9OxaH0TErPPz6j+0SFgTRPgZk7A=","nrKza8BxW1HsFi9OxaH0TErPPz6j+0SFgTRPgZk7A=","nrKza8BxW1HsFi9OxaH0TErPPz6j+0SFgTRPgZk7A=","From dictatorship to democracy","***Of the People ,By the people, for the people** 🤞✌️","","1","22","2020-09-10","en"
"6z1aoa2kafyQIIqxieNxQAX6jKUoxiclNUOhzQtRkk=","6z1aoa2kafyQIIqxieNxQAX6jKUoxiclNUOhzQtRkk=","6z1aoa2kafyQIIqxieNxQAX6jKUoxiclNUOhzQtRkk=","1242 Devenish St Skukuza","","","0","10","2020-06-30","en"
"N2FjeRyCWhdfqsVQghgIMU0H1gmPTFoU7A7PoyiPI78=","N2FjeRyCWhdfqsVQghgIMU0H1gmPTFoU7A7PoyiPI78=","N2FjeRyCWhdfqsVQghgIMU0H1gmPTFoU7A7PoyiPI78=","","","","12","28","2020-08-07","en"
"zRaToQHgqo7rr+cQ3QdMLAcr89Ea6TW25IQT5aLsp0Q=","zRaToQHgqo7rr+cQ3QdMLAcr89Ea6TW25IQT5aLsp0Q=","zRaToQHgqo7rr+cQ3QdMLAcr89Ea6TW25IQT5aLsp0Q="," Union Lane Hammarsdale","","","1","30","2020-08-26","en"
"RT+WoNI48LKzpKNmfupTztwX69+v4TEvlsnMvCoLeg=","RT+WoNI48LKzpKNmfupTztwX69+v4TEvlsnMvCoLeg=","RT+WoNI48LKzpKNmfupTztwX69+v4TEvlsnMvCoLeg=","","#BlackLivesMatter","","9","94","2020-08-07","en"
"MzoyxqwC3eM2dQdtjEdUEVe7qbyLMHe0deC26ixPE=","MzoyxqwC3eM2dQdtjEdUEVe7qbyLMHe0deC26ixPE=","MzoyxqwC3eM2dQdtjEdUEVe7qbyLMHe0deC26ixPE=","238 Doreen St Regorogile","","","1","9","2020-07-02","en"
"hAWhsQWDfwKbR2dyOsosj8Wauis+ml3UmFa90EPUkSY=","hAWhsQWDfwKbR2dyOsosj8Wauis+ml3UmFa90EPUkSY=","hAWhsQWDfwKbR2dyOsosj8Wauis+ml3UmFa90EPUkSY=","","","","0","20","2020-07-01","en"
"gbvIUhjxhFvlJuIjFKIYbXLydu7ticVTEHM6DIIyNE8=","gbvIUhjxhFvlJuIjFKIYbXLydu7ticVTEHM6DIIyNE8=","gbvIUhjxhFvlJuIjFKIYbXLydu7ticVTEHM6DIIyNE8=","","","","1","22","2020-10-15","en"
"6FONeea2zftFt2pAPkanvV+OikmZtLJDXbysZ13pmG0=","6FONeea2zftFt2pAPkanvV+OikmZtLJDXbysZ13pmG0=","6FONeea2zftFt2pAPkanvV+OikmZtLJDXbysZ13pmG0=","","","","0","32","2020-09-08","en"
"Q9PLf3yWuqXpzjeBG3+U0OmMWUk21bEV8U3btQA6Nm8=","Q9PLf3yWuqXpzjeBG3+U0OmMWUk21bEV8U3btQA6Nm8=","Q9PLf3yWuqXpzjeBG3+U0OmMWUk21bEV8U3btQA6Nm8=","","","","0","0","2020-07-28","en"
"bVwjhrhdyw7wkpWNV+1yqfqewru4kM13UXNYCmzOSzM=","bVwjhrhdyw7wkpWNV+1yqfqewru4kM13UXNYCmzOSzM=","bVwjhrhdyw7wkpWNV+1yqfqewru4kM13UXNYCmzOSzM=","","","","0","0","2020-06-24","en"
"CY4LhHA7WNy7CRhXCjttgrz51x0753+KPY0SXeQpOmk=","CY4LhHA7WNy7CRhXCjttgrz51x0753+KPY0SXeQpOmk=","CY4LhHA7WNy7CRhXCjttgrz51x0753+KPY0SXeQpOmk=","","","","0","0","2020-06-23","en"
"GTFUc7TTMVTfdiy2TxCFBuY5xqcn9oxY5PcZKu0RzZI=","GTFUc7TTMVTfdiy2TxCFBuY5xqcn9oxY5PcZKu0RzZI=","GTFUc7TTMVTfdiy2TxCFBuY5xqcn9oxY5PcZKu0RzZI=","Stanley Rd Umhlanga Rocks 4021","","","1","25","2020-09-03","en"
"oM21j1JM+PtGXtqx89CV2lkWb+8yl20M7VvuNtfb+tI=","oM21j1JM+PtGXtqx89CV2lkWb+8yl20M7VvuNtfb+tI=","oM21j1JM+PtGXtqx89CV2lkWb+8yl20M7VvuNtfb+tI=","1 Main Rd Tongaat","","","15","55","2020-07-09","en"
"wxZnk4oDUEtWlivjgehzlYgyVsSA02GJlA09RSL+Rk=","wxZnk4oDUEtWlivjgehzlYgyVsSA02GJlA09RSL+Rk=","wxZnk4oDUEtWlivjgehzlYgyVsSA02GJlA09RSL+Rk=","","","","0","3","2020-06-23","en"
"KNKSWKtNApcPZf3AAeC+fRieGSfATOurEmpT+fQmzLE=","KNKSWKtNApcPZf3AAeC+fRieGSfATOurEmpT+fQmzLE=","KNKSWKtNApcPZf3AAeC+fRieGSfATOurEmpT+fQmzLE=","1461 Kort St Bloemfontein ","","","1","32","2020-07-06","en"
"RujwN06P56OUyo0FLK0E7VAt3rkiLItREvhoDiGvYtk=","RujwN06P56OUyo0FLK0E7VAt3rkiLItREvhoDiGvYtk=","RujwN06P56OUyo0FLK0E7VAt3rkiLItREvhoDiGvYtk=","","","","0","0","2020-06-17","en"
"gYdrNHg0ztn7dgeDFaxxEwDRUFrH1V5RO2j7G6FvUc=","gYdrNHg0ztn7dgeDFaxxEwDRUFrH1V5RO2j7G6FvUc=","gYdrNHg0ztn7dgeDFaxxEwDRUFrH1V5RO2j7G6FvUc=","South Africa","","","0","23","2020-07-28","en"
"PxHkVCAeuPjei5Pei0ETsmqx0xEP5eu3TaZnH8+g9U=","PxHkVCAeuPjei5Pei0ETsmqx0xEP5eu3TaZnH8+g9U=","PxHkVCAeuPjei5Pei0ETsmqx0xEP5eu3TaZnH8+g9U=","","","","0","24","2020-10-16","en"
"xzkz9TP8MhlitvGDg7euHlaolYy1PORG0fpa0hZJNY4=","xzkz9TP8MhlitvGDg7euHlaolYy1PORG0fpa0hZJNY4=","xzkz9TP8MhlitvGDg7euHlaolYy1PORG0fpa0hZJNY4=","","","","4","35","2020-06-26","en"
"B4N2Ned4yu8G6r9LpcYfel6lnHkdtJXxBtS5hZ7Eg=","B4N2Ned4yu8G6r9LpcYfel6lnHkdtJXxBtS5hZ7Eg=","B4N2Ned4yu8G6r9LpcYfel6lnHkdtJXxBtS5hZ7Eg=","","","","1","28","2020-10-13","en"
"Wsf2MCY3WQ1ijXyT830FZkZrWMMTD0YQ0+OLGMv8E=","Wsf2MCY3WQ1ijXyT830FZkZrWMMTD0YQ0+OLGMv8E=","Wsf2MCY3WQ1ijXyT830FZkZrWMMTD0YQ0+OLGMv8E=","","","","0","0","2020-06-24","en"
"wbOraDHqtUU7NoxXX51uWMzjcijMTXrT1PtmSowdFSc=","wbOraDHqtUU7NoxXX51uWMzjcijMTXrT1PtmSowdFSc=","wbOraDHqtUU7NoxXX51uWMzjcijMTXrT1PtmSowdFSc="," Church St Pretoria 0137","","","4","31","2020-08-31","en"
"SwhJA2if8vCiSBdCs5MKeMSHxDj2XoQRRx7BdL2BGo=","SwhJA2if8vCiSBdCs5MKeMSHxDj2XoQRRx7BdL2BGo=","SwhJA2if8vCiSBdCs5MKeMSHxDj2XoQRRx7BdL2BGo=","","","","0","0","2020-06-23","en"
