domain,ip,latitude,longitude,locationVerified,processed,GoogleAnalyticsTrackingId,AddThisPubID,FacebookId,TwitterId
upperwestscnews.com,3.212.144.110,39.0437192,-77.4874899,0,False,,,,
upstatescnews.com,3.212.144.110,34.8332582,-82.2975348,0,False,,,,
utahvalleytimes.com,3.219.182.20,40.2787626,-111.7153739,0,False,,,,
utbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
vabusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
vacationlandtimes.com,3.218.216.245,41.4267255,-82.6614331,0,False,,,,
volunteerstatenews.com,3.213.234.4,35.5174913,-86.5804473,0,False,,,,
vtbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
wabusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
wacoreporter.com,3.213.234.4,31.549333,-97.1466695,0,False,,,,
warnerrobinstoday.com,3.212.144.110,32.6130007,-83.624201,0,False,,,,
warrenclintonnews.com,3.218.216.245,35.5844956,-92.4460492,0,False,,,,
warrensun.com,3.218.216.245,35.9913167,-95.8098751,0,False,,,,
washingtoncotimes.com,3.218.216.245,45.5469616,-123.1386021,0,False,,,,
washoenews.com,3.219.182.20,40.5608387,-119.6035495,0,False,,,,
wastachnews.com,3.219.182.20,41.2816391,-111.5116469,0,False,,,,
waterfordtoday.com,3.218.216.245,52.2593197,-7.1100702,0,False,,,,
waterlootimes.com,3.224.13.68,50.71469,4.3991,0,False,,,,
waukeshatimes.com,3.218.216.245,43.0116784,-88.2314813,0,False,,,,
waynecountytoday.com,3.218.216.245,42.2790746,-83.336188,0,False,,,,
wcalabamanews.com,3.213.234.4,34.236323,-85.5335532,0,False,,,,
wcgeorgianews.com,3.212.144.110,33.7619391,-84.3879762,0,False,,,,
wcindiananews.com,3.218.216.245,39.767889,-86.1658773,0,False,,,,
wciowanews.com,3.224.13.68,42.9979484,-96.0582598,0,False,,,,
wcmichigannews.com,3.218.216.245,43.433226,-83.9360146,0,False,,,,
wcminnesotanews.com,3.224.13.68,46.729553,-94.6858998,0,False,,,,
wcmissnews.com,3.213.234.4,39.0437192,-77.4874899,0,False,,,,
wcmissourinews.com,3.224.13.68,39.0437192,-77.4874899,0,False,,,,
wcnewmexiconews.com,3.219.182.20,34.5199402,-105.8700901,0,False,,,,
wctexasnews.com,3.213.234.4,41.3068396,-72.9218006,0,False,,,,
wcwisconsinnews.com,3.218.216.245,43.055827,-88.234843,0,False,,,,
webertimes.com,3.219.182.20,36.1071562,-95.9754796,0,False,,,,
westarapahoenews.com,3.219.182.20,39.62031,-104.332644,0,False,,,,
westatlantanews.com,3.212.144.110,33.7383798,-84.4233849,0,False,,,,
westbanklanews.com,3.213.234.4,29.8943052,-90.1088684,0,False,,,,
westcentralreporter.com,35.170.88.147,31.420656,-100.467986,0,False,,,,
westclevelandnews.com,3.218.216.245,35.142347,-84.8993132,0,False,,,,
westcooknews.com,35.170.88.147,41.8834128,-87.8026049,0,False,,,,
westdfwnews.com,3.213.234.4,32.8369099,-97.0890715,0,False,,,,
westdsmnews.com,3.224.13.68,39.0437192,-77.4874899,0,False,,,,
westernndnews.com,3.224.13.68,46.8303292,-100.768817,0,False,,,,
westernsdnews.com,3.224.13.68,49.1927902,-98.0947215,0,False,,,,
westernwaynetoday.com,3.218.216.245,41.4918202,-75.3985292,0,False,,,,
westflnews.com,3.212.144.110,39.0437192,-77.4874899,0,False,,,,
westhamiltonnews.com,3.218.216.245,40.1983744,-74.7227333,0,False,,,,
westhillsboroughnews.com,3.212.144.110,37.550014,-122.367407,0,False,,,,
westhoustonnews.com,3.213.234.4,29.7604267,-95.3698028,0,False,,,,
westindynews.com,3.218.216.245,39.835105,-86.229793,0,False,,,,
westlakenormannews.com,3.212.144.110,39.0437192,-77.4874899,0,False,,,,
westlucasnews.com,3.218.216.245,34.2242832,-79.7926652,0,False,,,,
westnovanews.com,3.212.144.110,39.0437192,-77.4874899,0,False,,,,
westpennyroyalnews.com,3.213.234.4,41.5877492,-88.0112137,0,False,,,,
westrgvnews.com,3.213.234.4,39.0437192,-77.4874899,0,False,,,,
westslcnews.com,3.219.182.20,40.7742989,-111.9004459,0,False,,,,
weststarknews.com,3.218.216.245,40.7983958,-81.5231057,0,False,,,,
weststlnews.com,3.224.13.68,38.6604955,-90.2878326,0,False,,,,
westtwincities.com,3.224.13.68,44.9374831,-93.2009998,0,False,,,,
westtxnews.com,3.213.234.4,31.8023057,-97.0909551,0,False,,,,
westvolusianews.com,3.212.144.110,29.0279135,-81.3041697,0,False,,,,
westwakenews.com,3.212.144.110,39.0437192,-77.4874899,0,False,,,,
whitewatertimes.com,3.218.216.245,42.8336205,-88.7323272,0,False,,,,
wibusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
wichitastandard.com,3.224.13.68,37.6871761,-97.330053,0,False,,,,
willcountygazette.com,35.170.88.147,41.5054724,-88.0900762,0,False,,,,
williamsburgsun.com,3.212.144.110,37.2707022,-76.7074571,0,False,,,,
williamsonnews.com,3.213.234.4,30.7591685,-97.6982272,0,False,,,,
winstonsalemtimes.com,3.212.144.110,36.0998596,-80.244216,0,False,,,,
wintergardentoday.com,3.213.234.4,28.5652787,-81.5861847,0,False,,,,
wiregrasstimes.com,3.213.234.4,38.943072,-94.358597,0,False,,,,
wvbusinessdaily.com,34.234.42.207,40.7555245,-73.980845,0,False,,,,
wvheartlandnews.com,3.212.144.110,37.9502277,-95.3783108,0,False,,,,
wvrecord.com,52.7.148.177,38.5976262,-80.4549026,0,False,,,,
wyandottetimes.com,3.224.13.68,42.2142064,-83.1499239,0,False,,,,
wybusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
yadkinvalleynews.com,3.212.144.110,36.2023597,-80.6770787,0,False,,,,
yavapainews.com,3.219.182.20,34.6463981,-112.4291464,0,False,,,,
yellowhammertimes.com,3.213.234.4,34.7217469,-86.6054124,0,False,,,,
yellowstonetimes.com,3.219.182.20,44.427963,-110.588455,0,False,,,,
youngstowntimes.com,3.218.216.245,41.0997803,-80.6495194,0,False,,,,
