domain,ip,latitude,longitude,locationVerified,processed,GoogleAnalyticsTrackingId,AddThisPubID,FacebookId,TwitterId
bentontimes.com,3.213.234.4,34.5645371,-92.586828,0,,,,,
berkeleyleader.com,3.212.144.110,37.8715226,-122.273042,0,,,,,
bigskytimes.com,3.219.182.20,45.2617806,-111.3080244,0,,,,,
bloomingtonleader.com,3.218.216.245,39.165325,-86.5263857,0,,,,,
bluegrasstimes.com,3.213.234.4,37.984467,-121.4957979,0,,,,,
bluestonenews.com,3.212.144.110,39.9636111,-82.985,0,,,,,
boisecitywire.com,3.219.182.20,43.6150186,-116.2023137,0,,,,,
boulderleader.com,3.219.182.20,40.0149856,-105.2705456,0,,,,,
bowlinggreentoday.com,3.213.234.4,36.9685219,-86.4808043,0,,,,,
bransontimes.com,3.224.13.68,36.6436731,-93.2185144,0,,,,,
brevardsun.com,3.212.144.110,35.2334472,-82.7342919,0,,,,,
buckeyereporter.com,3.218.216.245,33.3703197,-112.5837766,0,,,,,
burlingtonreporter.com,3.212.144.110,36.135688,-95.9199116,0,,ua-149669420-41,,burlington-reporter-121484399239483,
butlercountytoday.com,3.218.216.245,39.440463,-84.5222189,0,,,,,
cabarrustoday.com,3.212.144.110,35.4168123,-80.5882803,0,,,,,
cabusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,,ua-114372942-4,,800849203443822,cabusinessdaily
cantonreporter.com,3.218.216.245,34.2367621,-84.4907621,0,,,,,
capemonews.com,3.224.13.68,37.3058839,-89.5181476,0,,,,,
carbondalereporter.com,35.170.88.147,37.7272727,-89.2167501,0,,ua-58698159-41,,dreamthinkdo,carbondale_news
cdareporter.com,3.219.182.20,44.831093,-93.1571926,0,,,,,
cedarrapidstoday.com,3.224.13.68,41.9778795,-91.6656232,0,,,,,
centennialstatenews.com,3.219.182.20,39.5500507,-105.7820674,0,,,,,
centralbrowardnews.com,3.212.144.110,26.139978,-80.198734,0,,,,,
centralcoloradonews.com,3.219.182.20,39.5500507,-105.7820674,0,,,,,
centralgeorgianews.com,3.212.144.110,32.8125938,-83.6918538,0,,,,,
centralidahotimes.com,3.219.182.20,42.6349193,-111.8116205,0,,,,,
centraliowatimes.com,3.224.13.68,41.8780025,-93.097702,0,,,,,
centrallouisiananews.com,3.213.234.4,30.554281,-91.0368766,0,,,,,
centralmissourinews.com,3.224.13.68,38.758081,-93.7383705,0,,,,,
centralmontanatimes.com,3.219.182.20,47.4996436,-111.2721245,0,,,,,
centralndnews.com,3.224.13.68,31.087063,-97.3879047,0,,,,,
centralnovanews.com,3.212.144.110,26.0883308,-80.2379834,0,,,,,
centralohiotoday.com,3.218.216.245,40.0154745,-82.9931607,0,,,,,
centralsdnews.com,3.224.13.68,36.765117,-119.9705018,0,,,,,
centralshenandoahnews.com,3.212.144.110,38.277678,-78.941003,0,,,,,
centralstlnews.com,3.224.13.68,38.6270025,-90.1994042,0,,,,,
centraltxnews.com,3.213.234.4,30.2854944,-97.6653991,0,,,,,
centralutahnews.com,3.219.182.20,37.4166853,-113.6246009,0,,,,,
centralvatimes.com,3.212.144.110,38.4852928,-78.951451,0,,,,,
centralwisconsinnews.com,3.218.216.245,44.784201,-89.67268,0,,,,,
centralwynews.com,3.219.182.20,43.0304794,-108.426918,0,,,,,
centroplexnews.com,3.213.234.4,31.0851731,-97.7815524,0,,,,,
chambanasun.com,35.170.88.147,40.1136923,-88.2520123,0,,ua-58698159-24,,1509621892677861,chambanasun
chapelhillreview.com,3.212.144.110,35.9131996,-79.0558445,0,,,,,
charlestonleader.com,3.212.144.110,32.7764749,-79.9310512,0,,,,,
charlestonreporter.com,3.212.144.110,32.7764749,-79.9310512,0,,,,,
chicagocitywire.com,35.170.88.147,41.8781136,-87.6297982,0,,ua-58698159-42,,1509621892677861,markgiangreco7
chippewavalleytimes.com,3.218.216.245,42.6366424,-82.9394002,0,,,,,
cincyreporter.com,3.218.216.245,39.1031182,-84.5120196,0,,,,,
clarksvilletimes.com,3.213.234.4,36.5297706,-87.3594528,0,,,,,
claycotimes.com,3.212.144.110,38.6921033,-90.3522815,0,,,,,
clayreporter.com,3.224.13.68,37.083014,-94.4932455,0,,,,,
clermonttimes.com,3.218.216.245,28.5494447,-81.7728543,0,,,,,
clevelandreporter.com,3.218.216.245,41.49932,-81.6943605,0,,,,,
coastalganews.com,3.212.144.110,31.1832649,-81.4867812,0,,,,,
cobbreporter.com,3.212.144.110,27.7972554,-82.7363715,0,,,,,
cobusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,,ua-114372942-8,,colorado-business-daily-2021289557943148,
coconinonews.com,3.219.182.20,35.6647545,-111.4752851,0,,,,,
collintimes.com,3.213.234.4,33.2181719,-96.6418315,0,,,,,
columbiamonews.com,3.224.13.68,38.9517053,-92.3340724,0,,,,,
columbiastandard.com,3.212.144.110,40.8075355,-73.9625727,0,,,,,
columbusstandard.com,3.218.216.245,39.9611755,-82.9987942,0,,,,,
conchovalleynews.com,3.213.234.4,31.4180499,-100.482093,0,,,,,
cookcountyrecord.com,52.7.148.177,41.7376587,-87.697554,0,,ua-474105-9,,cookcountyrecord,tractioncs
cornhuskerstatenews.com,3.224.13.68,41.4925374,-99.9018131,0,,,,,
corpuschristisun.com,3.213.234.4,27.8005828,-97.396381,0,,,,,
ctbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,,ua-114372942-9,,229590937823711,
dakotatimes.com,3.224.13.68,44.973659,-93.275307,0,,,,,
dallascitywire.com,3.213.234.4,32.7766642,-96.7969879,0,,,,,
davistimes.com,3.219.182.20,38.5449065,-121.7405167,0,,,,,
daytonreporter.com,3.218.216.245,39.7589478,-84.1916069,0,,,,,
dcbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,,ua-114396355-4,,1539330633032940,
debusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,,ua-114372942-10,,delaware-business-daily-1684218098340690,
decaturtimes.com,3.213.234.4,33.7748275,-84.2963123,0,,,,,
dekalbganews.com,3.212.144.110,33.7956441,-84.2278796,0,,,,,
dekalbtimes.com,35.170.88.147,41.9294736,-88.7503647,0,,ua-89264302-2,,1509621892677861,dekalb_times
delcoreview.com,3.218.216.245,39.907793,-75.3878525,0,,,,,
denvercitywire.com,3.219.182.20,39.7392358,-104.990251,0,,,,,
desmoinessun.com,3.224.13.68,41.5868353,-93.6249593,0,,,,,
detroitcitywire.com,3.218.216.245,42.331427,-83.0457538,0,,,,,
dorchestertoday.com,3.212.144.110,42.3016305,-71.067605,0,,,,,
downrivertoday.com,3.218.216.245,47.6868092,-117.4665337,0,,ua-147552306-4,,485774048928360,
dubuquetimes.com,3.224.13.68,42.5022661,-90.6654675,0,,,,,
dupagepolicyjournal.com,35.170.88.147,41.8243831,-88.0900762,0,,ua-58698159-2,,illinoispolicy,dupagejournal
durhamreporter.com,3.212.144.110,35.9940329,-78.898619,0,,,,,
duvaltimes.com,3.212.144.110,30.3500511,-81.6035062,0,,,,,
eaglevalleytimes.com,3.219.182.20,39.0090037,-94.2264666,0,,,,,
eastarapahoenews.com,3.219.182.20,39.62031,-104.332644,0,,,,,
eastarizonanews.com,3.219.182.20,39.0437192,-77.4874899,0,,,,,
eastcentralreporter.com,35.170.88.147,29.3521694,-98.2964489,0,,ua-58698159-34,,1509621892677861,eastcentreport
eastclevelandnews.com,3.218.216.245,41.5331066,-81.5790137,0,,,,,
eastdfwnews.com,3.213.234.4,32.8386646,-97.0125148,0,,,,,
easternshoretimes.com,3.212.144.110,37.5397721,-75.8229685,0,,,,,
easternwaynetoday.com,3.218.216.245,35.3771332,-77.8815301,0,,ua-147552306-7,,485774048928360,
easthillsboroughnews.com,3.212.144.110,27.9994621,-82.3147141,0,,,,,
easthoustonnews.com,3.213.234.4,29.8296699,-95.2699349,0,,,,,
eastidahotimes.com,3.219.182.20,43.8175115,-111.8012371,0,,,,,
eastindynews.com,3.218.216.245,39.7704511,-86.0717174,0,,,,,
eastkentuckytimes.com,3.213.234.4,37.5164758,-82.8067126,0,,,,,
eastlakenormannews.com,3.212.144.110,35.5019795,-80.918003,0,,,,,
eastlittlerocktimes.com,3.213.234.4,34.73983,-92.235967,0,,,,,
eastlouisvillenews.com,3.213.234.4,38.2526647,-85.7584557,0,,,,,
eastmichigannews.com,3.218.216.245,44.3148443,-85.6023643,0,,,,,
eastnewmexiconews.com,3.219.182.20,34.5199402,-105.8700901,0,,,,,
eastokcnews.com,3.224.13.68,39.0437192,-77.4874899,0,,,,,
eastpanhandlenews.com,3.212.144.110,39.3349019,-78.5660852,0,,,,,
eastpanhandletimes.com,3.212.144.110,39.3349019,-78.5660852,0,,,,,
eastpennyroyalnews.com,3.213.234.4,37.4943617,-84.998249,0,,,,,
eastrgvnews.com,3.213.234.4,39.0437192,-77.4874899,0,,,,,
eastslcnews.com,3.219.182.20,40.7508769,-111.8552576,0,,,,,
eaststarknews.com,3.218.216.245,45.5189295,-122.488203,0,,,,,
easttwincities.com,3.224.13.68,44.9374831,-93.2009998,0,,,,,
eastvolusianews.com,3.212.144.110,29.0279842,-81.0754657,0,,,,,
eastwaketimes.com,3.212.144.110,35.8140657,-78.424497,0,,,,,
eastwichitatimes.com,3.224.13.68,37.6871761,-97.330053,0,,,,,
ecalabamanews.com,3.213.234.4,39.0437192,-77.4874899,0,,,,,
ecgeorgianews.com,3.212.144.110,32.1656221,-82.9000751,0,,,,,
ecindiananews.com,3.218.216.245,39.0437192,-77.4874899,0,,,,,
eciowanews.com,3.224.13.68,39.0437192,-77.4874899,0,,,,,
eckansasnews.com,3.224.13.68,35.20105,-91.8318334,0,,,,,
ecmissnews.com,3.213.234.4,39.0437192,-77.4874899,0,,,,,
ecnebraskanews.com,3.224.13.68,40.886728,-96.622094,0,,,,,
ecnorthcarolinanews.com,3.212.144.110,39.0437192,-77.4874899,0,,,,,
ecohionews.com,3.218.216.245,39.4067414,-84.3043851,0,,,,,
ecoklahomanews.com,3.224.13.68,35.0077519,-97.092877,0,,,,,
ectexasnews.com,3.213.234.4,39.0437192,-77.4874899,0,,,,,
ecvirginianews.com,3.212.144.110,37.4315734,-78.6568942,0,,,,,
ecwisconsinnews.com,3.218.216.245,43.7844397,-88.7878678,0,,,,,
elizabethtowntimes.com,3.213.234.4,37.7030646,-85.8649408,0,,,,,
elkharttimes.com,3.218.216.245,41.6819935,-85.9766671,0,,,,,
elpasostandard.com,3.213.234.4,31.7618778,-106.4850217,0,,,,,
emeraldcoasttimes.com,3.212.144.110,30.3886761,-86.4533322,0,,,,,
enchantmentstatenews.com,3.219.182.20,39.0437192,-77.4874899,0,,,,,
equalitystatenews.com,3.219.182.20,43.0759678,-107.2902839,0,,,,,
fairfieldreporter.com,3.218.216.245,41.1408363,-73.2612615,0,,,,,
fargostandard.com,3.224.13.68,46.8771863,-96.7898034,0,,,,,
farwesttxnews.com,3.213.234.4,32.7183382,-96.6820478,0,,,,,
fayettevillestandard.com,3.213.234.4,35.0526641,-78.8783585,0,,,,,
fayettevilletoday.com,3.212.144.110,35.0526641,-78.8783585,0,,,,,
findlaytimes.com,3.218.216.245,41.04422,-83.6499321,0,,,,,
firststatetimes.com,3.212.144.110,38.9710769,-95.2890118,0,,,,,
flarecord.com,52.7.148.177,27.6648274,-81.5157535,0,,ua-75903094-1,,florida-record-772624976214511,floridarecord
flbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,,ua-58698159-21,,1539330633032940,flbizdaily
floridaparishnews.com,3.213.234.4,30.502557,-90.244953,0,,,,,
fondulacnews.com,3.218.216.245,43.7730448,-88.4470508,0,,,,,
foothillsreview.com,3.212.144.110,44.6703301,-70.1490845,0,,,,,
forestcountrynews.com,3.213.234.4,26.5002872,-81.8590422,0,,,,,
fortsmithtimes.com,3.213.234.4,35.3859242,-94.3985475,0,,,,,
foxcitiesnews.com,3.218.216.245,44.261275,-88.458663,0,,,,,
fredericksburgleader.com,3.212.144.110,30.2752011,-98.8719843,0,,,,,
ftwaynetimes.com,3.218.216.245,41.079273,-85.1393513,0,,,,,
ftworthtimes.com,3.213.234.4,32.7554883,-97.3307658,0,,,,,
gabusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,,ua-114372942-11,,1539330633032940,
gadsdentoday.com,3.213.234.4,34.014264,-86.0066386,0,,,,,
galesburgreporter.com,35.170.88.147,40.9478158,-90.3712395,0,,ua-89264302-23,,1509621892677861,
gastoniatimes.com,3.212.144.110,35.262082,-81.1873005,0,,,,,
gatewayreporter.com,3.212.144.110,37.0699685,-94.5349274,0,,,,,
gemstatewire.com,3.219.182.20,44.0682019,-114.7420408,0,,,,,
geneseenews.com,3.218.216.245,43.0777289,-83.6773928,0,,,,,
georgiamountainnews.com,3.212.144.110,34.6255842,-83.7933335,0,,,,,
glaciercountrynews.com,3.219.182.20,46.9172922,-114.0642645,0,,,,,
grandcanyontimes.com,3.219.182.20,36.1069652,-112.1129972,0,,,,,
grandjunctiontimes.com,3.219.182.20,39.0638705,-108.5506486,0,,,,,
grandrapidsreporter.com,3.218.216.245,42.9633599,-85.6680863,0,,,,,
graysontimes.com,3.213.234.4,35.5031598,-95.8727725,0,,,,,
greatlakeswire.com,3.218.216.245,43.1240448,-89.3499345,0,,ua-147552306-38,,great-lakes-wire-110870006973319,
greenbayreporter.com,3.218.216.245,44.5133188,-88.0132958,0,,,,,
greenecotimes.com,3.218.216.245,29.7763008,-95.741344,0,,,,,
greensbororeporter.com,3.212.144.110,36.0726354,-79.7919754,0,,,,,
greenvilleleader.com,3.212.144.110,34.8526176,-82.3940104,0,,,,,
greenvillereporter.com,3.212.144.110,34.8526176,-82.3940104,0,,,,,
grundyreporter.com,35.170.88.147,37.2778886,-82.0990223,0,False,,,,
gtrtimes.com,3.213.234.4,26.1306899,-80.2020047,0,False,,,,
hamiltonreporter.com,3.213.234.4,37.1929578,-95.7175467,0,False,,,,
harfordnews.com,35.170.88.147,39.5838964,-76.3637285,0,False,,,,
hawkeyereporter.com,3.224.13.68,38.0055931,-92.3929539,0,False,,,,
henricotimes.com,3.212.144.110,37.5059332,-77.3324425,0,False,,,,
hernandoreporter.com,3.212.144.110,28.5578826,-82.4752757,0,False,,,,
hibusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
hickorysun.com,3.212.144.110,35.7344538,-81.3444573,0,False,,,,
highcountrytimes.com,3.212.144.110,42.5424891,-71.7475692,0,False,,,,
hillcountrychronicle.com,3.213.234.4,34.2206299,-80.9722696,0,False,,,,
hiltonheadreporter.com,3.212.144.110,32.2010982,-80.7369815,0,False,,,,
hindstoday.com,3.213.234.4,32.2648353,-90.3748354,0,False,,,,
hollandreporter.com,3.218.216.245,52.132633,5.291266,0,False,,,,
hoosierstatetoday.com,3.218.216.245,40.2671941,-86.1349019,0,False,,,,
hopkinsvilletimes.com,3.213.234.4,36.8656008,-87.4886186,0,False,,,,
hotspringstimes.com,3.213.234.4,45.6604092,-111.1880102,0,False,,,,
houmathibodauxnews.com,3.213.234.4,29.6464394,-90.8165023,0,False,,,,
houstonrepublic.com,3.213.234.4,29.8219587,-95.2445685,0,False,,,,
howardconews.com,35.170.88.147,39.2873463,-76.964306,0,False,,,,
huntingtontimes.com,3.212.144.110,45.0271545,-84.6733991,0,False,,,,
huntsvilleleader.com,3.213.234.4,34.7303688,-86.5861037,0,False,,,,
hutchtoday.com,3.224.13.68,37.8230951,-82.8318328,0,False,,,,
iabusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
ibxnews.com,3.212.144.110,39.9538072,-75.1719799,0,False,,,,
idbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
ilbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
illinoisvalleytimes.com,35.170.88.147,39.1267023,-89.8159217,0,False,,,,
indianabusinessdaily.com,34.234.42.207,39.7668804,-86.1565876,0,False,,,,
indystandard.com,3.218.216.245,39.768403,-86.158068,0,False,,,,
injouercad.us,domain did not resolve,,,0,False,,,,
iowacitytoday.com,3.224.13.68,41.6611277,-91.5301683,0,False,,,,
jacksonpurchasenews.com,3.213.234.4,37.0572381,-88.5738195,0,False,,,,
jeffcitynews.com,3.224.13.68,38.5767017,-92.1735164,0,False,,,,
jeffcotimes.com,3.224.13.68,39.5800298,-105.2662931,0,False,,,,
jeffersonreporter.com,3.213.234.4,37.1095843,-95.7625713,0,False,,,,
jocotoday.com,3.224.13.68,35.4403514,-78.3842227,0,False,,,,
johnsoncitytimes.com,3.213.234.4,36.3134397,-82.3534727,0,False,,,,
johnstonreporter.com,3.212.144.110,41.6709834,-93.7130493,0,False,,,,
jonesborotimes.com,3.213.234.4,35.8422967,-90.704279,0,False,,,,
kalamazootimes.com,3.218.216.245,42.2917069,-85.5872286,0,False,,,,
kanecountyreporter.com,35.170.88.147,41.987884,-88.4016041,0,False,,,,
kankakeetimes.com,35.170.88.147,41.1200325,-87.8611531,0,False,,,,
kcreporter.com,3.224.13.68,39.0997265,-94.5785667,0,False,,,,
kendallcountytimes.com,35.170.88.147,41.5507043,-88.4403883,0,False,,,,
kenoshareporter.com,3.218.216.245,42.5847425,-87.8211854,0,False,,,,
kentcountytoday.com,3.212.144.110,43.0097027,-85.520024,0,False,,,,
kentuckianatimes.com,3.218.216.245,38.2595079,-85.7409594,0,False,,,,
keystonebusinessnews.com,34.234.42.207,41.8427954,-87.9556981,0,False,,,,
keywestreporter.com,3.212.144.110,24.5550593,-81.7799871,0,False,,,,
kingsportreporter.com,3.213.234.4,36.548434,-82.5618186,0,False,,,,
knoxtimes.com,3.213.234.4,33.682969,-112.094475,0,False,,,,
kokomostandard.com,3.218.216.245,40.486427,-86.1336033,0,False,,,,
ksbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
kybusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
labusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
lafayettereporter.com,3.213.234.4,30.2240897,-92.0198427,0,False,,,,
lafayettetimes.com,3.218.216.245,30.2240897,-92.0198427,0,False,,,,
lakecountygazette.com,35.170.88.147,39.0839644,-122.8084496,0,False,,,,
lakecountytimes.com,3.218.216.245,39.0839644,-122.8084496,0,False,,,,
lansingsun.com,3.218.216.245,42.732535,-84.5555347,0,False,,,,
laredotimes.com,3.213.234.4,27.5035613,-99.5075519,0,False,,,,
larimernews.com,3.219.182.20,39.7477083,-104.9991,0,False,,,,
lasvegasrecord.com,3.219.182.20,36.1699412,-115.1398296,0,False,,,,
lawrencereporter.com,3.224.13.68,38.9716689,-95.2352501,0,False,,,,
leetoday.com,3.212.144.110,42.3042151,-73.2481951,0,False,,,,
legalnewsline.com,52.7.148.177,43.6961725,-79.4389309,0,False,,,,
lickingtoday.com,3.218.216.245,37.4994884,-91.8570984,0,False,,,,
lightofbaldr.com,96.69.183.13,39.7348381,-104.9653271,0,False,,,,
limareporter.com,3.218.216.245,-12.0463731,-77.042754,0,False,,,,
livingstontoday.com,3.218.216.245,42.605934,-83.906,0,False,,,,
lonestarstandard.com,3.213.234.4,33.5260478,-101.8064644,0,False,,,,
longviewtimes.com,3.213.234.4,32.5007037,-94.7404891,0,False,,,,
loraintimes.com,3.218.216.245,41.452819,-82.1823746,0,False,,,,
louisianarecord.com,52.7.148.177,30.9842977,-91.9623327,0,False,,,,
louisvillecitywire.com,3.213.234.4,38.2523291,-85.7573948,0,False,,,,
lowedeltanews.com,3.213.234.4,39.0437192,-77.4874899,0,False,,,,
lowerwestscnews.com,3.212.144.110,39.0437192,-77.4874899,0,False,,,,
lubbocktimes.com,3.213.234.4,33.5778631,-101.8551665,0,False,,,,
lynchburgreporter.com,3.212.144.110,37.4137536,-79.1422464,0,False,,,,
mabusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
macombtoday.com,3.218.216.245,42.7168759,-82.820974,0,False,,,,
maconreporter.com,35.170.88.147,32.8406946,-83.6324022,0,False,,,,
macontimes.com,3.212.144.110,32.8406946,-83.6324022,0,False,,,,
madisonrecord.com,52.7.148.177,43.0730517,-89.4012302,0,False,,,,
madisonreporter.com,3.218.216.245,43.0730517,-89.4012302,0,False,,,,
magicvalleytimes.com,3.219.182.20,26.1788375,-98.1858901,0,False,,,,
magnoliastatenews.com,3.213.234.4,32.3546679,-89.3985283,0,False,,,,
mainebusinessdaily.com,34.234.42.207,39.645425,-105.08031,0,False,,,,
manateereview.com,3.212.144.110,27.4799195,-82.345189,0,False,,,,
mansfieldtimes.com,3.218.216.245,32.5631924,-97.1416768,0,False,,,,
marionmorrowtimes.com,3.218.216.245,40.734188,-82.791037,0,False,,,,
mchenrytimes.com,35.170.88.147,42.333355,-88.2667534,0,False,,,,
mcleancountytimes.com,35.170.88.147,40.5478429,-88.864698,0,False,,,,
mdbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
mdstatewire.com,35.170.88.147,39.0457549,-76.6412712,0,False,,,,
medinatoday.com,3.218.216.245,24.5246542,39.5691841,0,False,,,,
memphisstandard.com,3.213.234.4,35.1495343,-90.0489801,0,False,,,,
metroeastsun.com,35.170.88.147,45.503129,-122.4220359,0,False,,,,
metrolexnews.com,3.213.234.4,39.0437192,-77.4874899,0,False,,,,
miamicourant.com,3.212.144.110,25.7616798,-80.1917902,0,False,,,,
mibusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
micapitolnews.com,3.218.216.245,42.7336274,-84.5553944,0,False,,,,
midcitytimes.com,3.213.234.4,33.9065619,-84.3632241,0,False,,,,
minneapolisreview.com,3.224.13.68,44.977753,-93.2650108,0,False,,,,
minnesotastatewire.com,3.224.13.68,44.1513247,-94.0005078,0,False,,,,
mkecitywire.com,3.218.216.245,43.0389025,-87.9064736,0,False,,,,
mkenorth.com,3.218.216.245,40.7615782,-73.5038248,0,False,,,,
mkesouth.com,3.218.216.245,42.924403,-87.859665,0,False,,,,
mnbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
mobilecourant.com,3.213.234.4,39.0437192,-77.4874899,0,False,,,,
mobusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
mohavetoday.com,3.219.182.20,35.2143346,-113.7632828,0,False,,,,
monroereview.com,3.218.216.245,36.2233773,-95.9639482,0,False,,,,
montgomerymdnews.com,35.170.88.147,39.1547426,-77.2405153,0,False,,,,
morristowntimes.com,3.213.234.4,40.7967667,-74.4815438,0,False,,,,
mountainstatetimes.com,3.212.144.110,39.3161069,-80.2231889,0,False,,,,
msbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
msgulfnews.com,3.213.234.4,39.0437192,-77.4874899,0,False,,,,
mtbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
munciereporter.com,3.218.216.245,40.1933767,-85.3863599,0,False,,,,
muskegonsun.com,3.218.216.245,43.2341813,-86.2483921,0,False,,,,
myrtlebeachleader.com,3.212.144.110,33.6890603,-78.8866943,0,False,,,,
nantahalanews.com,3.212.144.110,35.0710712,-83.5283633,0,False,,,,
naplesstandard.com,3.212.144.110,26.1420358,-81.7948103,0,False,,,,
nashvillestandard.com,3.213.234.4,36.1626638,-86.7816016,0,False,,,,
naturalstatenews.com,3.213.234.4,35.20105,-91.8318334,0,False,,,,
naturecoasttimes.com,3.212.144.110,28.4884728,-82.463433,0,False,,,,
ncarkansasnews.com,3.213.234.4,36.0148605,-94.2333355,0,False,,,,
ncbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
ncfloridanews.com,3.212.144.110,38.2569485,-85.7555366,0,False,,,,
ncgeorgianews.com,3.212.144.110,36.5823607,-121.9384253,0,False,,,,
ncindiananews.com,3.218.216.245,39.0437192,-77.4874899,0,False,,,,
nckansasnews.com,3.224.13.68,39.011902,-98.4842465,0,False,,,,
nckentuckynews.com,3.213.234.4,37.8393332,-84.2700179,0,False,,,,
ncminnesotanews.com,3.224.13.68,46.729553,-94.6858998,0,False,,,,
ncmissnews.com,3.213.234.4,38.0837456,-97.9144762,0,False,,,,
ncncnews.com,3.212.144.110,26.8109695,-80.2061176,0,False,,,,
ncoklahomanews.com,3.224.13.68,35.0077519,-97.092877,0,False,,,,
ncsctimes.com,3.212.144.110,37.266064,-76.7048459,0,False,,,,
nctennnews.com,3.213.234.4,34.9884054,-84.3218681,0,False,,,,
ncunionnews.com,3.212.144.110,34.9338651,-80.543845,0,False,,,,
ncwisconsinnews.com,3.218.216.245,43.7844397,-88.7878678,0,False,,,,
ncwvnews.com,3.212.144.110,39.281404,-80.33911,0,False,,,,
ndbusinessdaily.com,34.234.42.207,39.0437192,-77.4874899,0,False,,,,
ndnorthnews.com,3.224.13.68,44.0800668,-103.2224717,0,False,,,,
nealabamanews.com,3.213.234.4,33.6540722,-85.8260704,0,False,,,,
neatlantanews.com,3.212.144.110,33.7489954,-84.3879824,0,False,,,,
nebraskabusinessdaily.com,34.234.42.207,41.2522704,-95.962385,0,False,,,,
necoloradonews.com,3.219.182.20,39.5995542,-104.8865923,0,False,,,,
nedallasnews.com,3.213.234.4,26.0817546,-98.2869648,0,False,,,,
nefloridanews.com,3.212.144.110,27.6648274,-81.5157535,0,False,,,,
nefranklinnews.com,3.218.216.245,40.9417229,-81.5415079,0,False,,,,
neindiananews.com,3.218.216.245,39.0437192,-77.4874899,0,False,,,,
