domain,lat,lng,locationVerified,awsOrigin,facebookUrl,siteName,twitterUsername,itunesAppStoreUrl,twitterAccountCreatedAt,twitterUserId,twitterFollowers,twitterFollowing,twitterTweets
westbanklanews.com,29.8943052,-90.1088684,0,3.213.234.4,,,,,,,,,
westcentralreporter.com,31.420656,-100.467986,0,35.170.88.147,https://www.facebook.com/West-Central-Reporter-605712169581530,West Central Reporter,WestCentReport,,2016-02-14T22:29:14.000Z,4910687991,156,19,2686
westclevelandnews.com,35.142347,-84.8993132,0,3.218.216.245,,,,,,,,,
westcooknews.com,41.8834128,-87.8026049,0,35.170.88.147,https://www.facebook.com/West-Cook-News-337385456906651,West Cook News,westcooknews,,2016-02-03T22:27:44.000Z,4875063365,168,19,2524
westdfwnews.com,32.8369099,-97.0890715,0,3.213.234.4,,West DFW News,,,,,,,
westdsmnews.com,,,0,3.224.13.68,https://www.facebook.com/West-DSM-News-105518977533894/,West DSM News,,,,,,,
westernndnews.com,46.8303292,-100.768817,0,3.224.13.68,,,,,,,,,
westernsdnews.com,49.1927902,-98.0947215,0,3.224.13.68,,,,,,,,,
westernwaynetoday.com,41.4918202,-75.3985292,0,3.218.216.245,https://business.facebook.com/Western-Wayne-Today-105039360886409/?business_id=898179107217559,Western Wayne Today,,,,,,,
westflnews.com,,,0,3.212.144.110,,West Florida News,,,,,,,
westhamiltonnews.com,40.1983744,-74.7227333,0,3.218.216.245,,,,,,,,,
westhillsboroughnews.com,37.550014,-122.367407,0,3.212.144.110,,West Hillsborough News,,,,,,,
westhoustonnews.com,29.7604267,-95.3698028,0,3.213.234.4,,West Houston News,,,,,,,
westindynews.com,39.835105,-86.229793,0,3.218.216.245,,,,,,,,,
westlakenormannews.com,,,0,3.212.144.110,https://www.facebook.com/West-Lake-Norman-News-105785764154777/,West Lake Norman News,,,,,,,
westlucasnews.com,34.2242832,-79.7926652,0,3.218.216.245,,,,,,,,,
westnovanews.com,,,0,3.212.144.110,,,,,,,,,
westpennyroyalnews.com,41.5877492,-88.0112137,0,3.213.234.4,https://business.facebook.com/West-Pennyroyal-News-104155477637721/?business_id=898179107217559,West Pennyroyal News,,,,,,,
westrgvnews.com,,,0,3.213.234.4,,West RGV News,,,,,,,
westslcnews.com,40.7742989,-111.9004459,0,3.219.182.20,,,,,,,,,
weststarknews.com,40.7983958,-81.5231057,0,3.218.216.245,,,,,,,,,
weststlnews.com,38.6604955,-90.2878326,0,3.224.13.68,,,,,,,,,
westtwincities.com,44.9374831,-93.2009998,0,3.224.13.68,https://business.facebook.com/West-Twin-Cities-101347867958302/?business_id=898179107217559,West Twin Cities,,,,,,,
westtxnews.com,31.8023057,-97.0909551,0,3.213.234.4,,West Texas News,,,,,,,
westvolusianews.com,29.0279135,-81.3041697,0,3.212.144.110,,West Volusia News,,,,,,,
westwakenews.com,,,0,3.212.144.110,https://www.facebook.com/West-Wake-News-103362967734059/,West Wake News,,,,,,,
whitewatertimes.com,42.8336205,-88.7323272,0,3.218.216.245,,,,,,,,,
wibusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Wisconsin-Business-Daily-2182735538629508,Wisconsin Business Daily,,,,,,,
wichitastandard.com,37.6871761,-97.330053,0,3.224.13.68,,,,,,,,,
willcountygazette.com,41.5054724,-88.0900762,0,35.170.88.147,https://www.facebook.com/Will-County-Gazette-1595575670754558/,Will County Gazette,WillCoGazette,,2016-05-31T21:44:32.000Z,7.38E+17,180,19,2915
williamsburgsun.com,37.2707022,-76.7074571,0,3.212.144.110,,,,,,,,,
williamsonnews.com,30.7591685,-97.6982272,0,3.213.234.4,,,,,,,,,
winstonsalemtimes.com,36.0998596,-80.244216,0,3.212.144.110,https://www.facebook.com/Winston-Salem-Times-106600967406055/,Winston Salem Times,,,,,,,
wintergardentoday.com,28.5652787,-81.5861847,0,3.213.234.4,,Winter Garden Today,,,,,,,
wiregrasstimes.com,38.943072,-94.358597,0,3.213.234.4,,,,,,,,,
wvbusinessdaily.com,40.7555245,-73.980845,0,34.234.42.207,https://www.facebook.com/West-Virginia-Business-Daily-271442843606789,West Virginia Business Daily,,,,,,,
wvheartlandnews.com,37.9502277,-95.3783108,0,3.212.144.110,,,,,,,,,
wvrecord.com,38.5976262,-80.4549026,0,52.7.148.177,https://www.facebook.com/WVRecord,West Virginia Record,wvrecord,https://itunes.apple.com/us/app/wv-record/id599538288,2009-11-19T11:38:43.000Z,91087040,3991,329,11660
wyandottetimes.com,42.2142064,-83.1499239,0,3.224.13.68,,,,,,,,,
wybusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Wyoming-Business-Daily-2131087563834632/,Wyoming Business Daily,,,,,,,
yadkinvalleynews.com,36.2023597,-80.6770787,0,3.212.144.110,https://www.facebook.com/Yadkin-Valley-News-123089249083536/,Yadkin Valley News,,,,,,,
yavapainews.com,34.6463981,-112.4291464,0,3.219.182.20,https://www.facebook.com/Yavapai-News-115640873181490,Yavapai News,,,,,,,
yellowhammertimes.com,34.7217469,-86.6054124,0,3.213.234.4,,,,,,,,,
yellowstonetimes.com,44.427963,-110.588455,0,3.219.182.20,https://www.facebook.com/Yellowstone-Times-107523753999800/,Yellowstone Times,,,,,,,
youngstowntimes.com,41.0997803,-80.6495194,0,3.218.216.245,,,,,,,,,
